ID	GENERO	RENTA	EDAD	NIV_EDUC	E_CIVIL	COD_OFI	COD_COM	CIUDAD	Crédito_1	Crédito_2	Crédito_3	Crédito_4	Monto solicitado	Días de Mora	Monto Deuda Promedio	Número de meses inactivo	numero de cuotas	Aval	PAGA
540	M       	1828000	40	TEC     	CAS     	16	89	SANTIAGO        	2811938	41620	0	779639	6623	19	2727	2	44	NO	PAGA
541	M       	550000	40	MED     	CAS     	47	291	PUERTO MONTT    	0	1000000	0	0	274	0	406	2	12	NO	NO PAGA
542	F       	50100	47	TEC     	SOL     	37	80	SANTIAGO        	0	34965	356529	300000	1977	0	3580	1	7	SI	NO PAGA
543	F       	800000	54	MED     	CAS     	73	90	SANTIAGO        	0	212070	0	194358	295	0	0	1	38	NO	PAGA
544	F       	76000	48	TEC     	SOL     	13	16	ANTOFAGASTA     	0	5350000	0	0	61	45	0	1	67	SI	NO PAGA
545	M       	2618000	47	MED     	CAS     	73	86	SANTIAGO        	0	1174850	0	0	496	0	0	1	80	NO	NO PAGA
546	F       	7500000	32	TEC     	SOL     	20	314	COYHAIQUE       	0	0	0	0	1689	0	0	1	30	NO	NO PAGA
547		750000	54	MED     	CAS     	27	226	CONCEPCION      	0	693036	0	0	0	0	46	1	31	NO	PAGA
548	M       	494000	52	UNV     	CAS     	27	226	CONCEPCION      	0	447361	0	0	157	3	0	1	16	NO	PAGA
549	F       	500000	49	TEC     	CAS     	77	227	TALCAHUANO      	0	913419	0	0	480	0	576	1	11	NO	NO PAGA
550	M       	3086000	45	UNV     	CAS     	31	119	SANTIAGO        	0	1724891	0	1937307	450	27	11609	2	80	NO	PAGA
551	M       	1300000	46	UNV     	CAS     	90	86	SANTIAGO        	0	0	0	0	3464	0	18618	2	31	NO	PAGA
552	M       	5470000	43	UNV     	CAS     	24	88	SANTIAGO        	0	1038116	0	803746	166	35	1398	1	50	NO	PAGA
553	M       	450000	45	UNV     	CAS     	31	119	SANTIAGO        	422403	350000	0	0	1186	0	0	3	7	NO	PAGA
554	F       	7400000	38	MED     	SOL     	90	135	MACHALI         	0	300000	1487058	2500000	1593	0	7014	1	35	SI	NO PAGA
555	F       	6500000	30	TEC     	VIU     	84	85	SANTIAGO        	0	455233	0	0	139	0	0	1	15	SI	NO PAGA
556	M       	1368000	45	UNV     	SOL     	31	119	SANTIAGO        	485498	1257884	0	130484	5903	0	28664	3	10	NO	PAGA
557	M       	955000	39	MED     	CAS     	68	213	LOS ANGELES     	0	40176	0	476240	2838	10	543	2	20	NO	NO PAGA
558	M       	1813000	41	MED     	CAS     	54	85	SANTIAGO        	0	1033858	0	0	29	9	1	1	80	SI	NO PAGA
559	M       	73000	55	MED     	CAS     	55	90	SANTIAGO        	1268478	350000	0	52548	1522	0	0	1	33	NO	PAGA
560	F       	58000	57	MED     	SOL     	90	86	SANTIAGO        	0	2281702	0	3000000	530	0	1446	1	80	SI	NO PAGA
561	M       	834000	55	UNV     	CAS     	19	115	SANTIAGO        	0	600000	0	0	1080	3	0	1	31	NO	PAGA
562	M       	4900000	44	UNV     	CAS     	55	90	SANTIAGO        	0	232783	0	0	267	0	0	1	22	SI	PAGA
563	F       	730000	40	MED     	CAS     	69	53	SAN FELIPE      	0	391829	0	60716	282	0	160	1	26	NO	NO PAGA
564	F       	5600000	33	TEC     	CAS     	84	119	SANTIAGO        	0	171259	0	53403	8	0	170	1	54	NO	NO PAGA
565	F       	76000	44	TEC     	SOL     	67	253		0	722697	0	0	1	1	0	1	43		NO PAGA
566	M       	500000	46	TEC     	CAS     	31	119	SANTIAGO        	0	300000	0	548625	0	0	560	1	17	NO	PAGA
567	M       	1405000	47	UNV     	SEP     	72	504	EL SALVADOR     	0	934219	0	0	0	42	0	0	61	NO	NO PAGA
568	F       	7000000	32	TEC     	SOL     	90	89	SANTIAGO        	0	3197701	0	0	21	30	0	1	80	NO	NO PAGA
569	F       	5010000	34	TEC     	SOL     	80	88	SANTIAGO        	0	383837	0	0	587	0	5	1	42	NO	NO PAGA
570	M       	1900000	54	TEC     	SOL     	27	226	CONCEPCION      	3600373	288164	0	0	8366	2	1523	3	31	NO	PAGA
571	M       	1354000	38	MED     	CAS     	12	13	CALAMA          	0	1026302	0	0	142	23	0	1	58	NO	NO PAGA
572	F       	9000000	36	TEC     	SOL     	71	326	PUNTA ARENAS    	0	1250350	0	100000	0	0	102	0	12	NO	NO PAGA
573	M       	2279000	40	UNV     	SEP     	138	1	ARICA           	4373067	1000000	0	966131	6833	0	987	2	69	NO	PAGA
574	F       	5110000	38	TEC     	SOL     	42	31	COQUIMBO        	0	800000	0	56914	1435	0	0	1	31	NO	NO PAGA
575	M       	500000	51	UNV     	SOL     	138	1	ARICA           	0	250000	0	250000	1148	0	5046	2	9	NO	PAGA
576	F       	1386000	43	TEC     	SOL     	82	108	SANTIAGO        	0	-7112	0	1000000	5845	23	2041	3	11	SI	NO PAGA
577	M       	75000	54	MED     	CAS     	146	88	SANTIAGO        	0	803326	0	1230519	1410	0	1836	1	80	SI	PAGA
578	M       	600000	44	UNV     	CAS     	10	5	IQUIQUE         	0	600000	0	0	15	0	0	1	18	NO	NO PAGA
579	M       	2046000	47	UNV     	CAS     	138	1	ARICA           	0	2000000	0	742961	0	33	0	1	80	NO	PAGA
580	M       	1380000	53	UNV     	CAS     	90	93	SANTIAGO        	0	500000	0	500000	186	17	447	2	64	NO	PAGA
581	M       	7080000	41	UNV     	CAS     	138	86	SANTIAGO        	0	1516027	0	337944	155	0	47598	1	30	NO	PAGA
582	F       	44800	50	TEC     	SOL     	12	13	CALAMA          	0	272414	0	700000	26	0	714	1	22	SI	NO PAGA
583	M       	883000	45	MED     	CAS     	122	80	SANTIAGO        	0	783873	0	0	1469	25	6	1	30	NO	PAGA
584	M       	5500000	41	UNV     	CAS     	55	90	SANTIAGO        	0	262136	0	0	108	47	0	1	80	NO	PAGA
585	F       	4350000	39	MED     	VIU     	73	86	SANTIAGO        	0	238051	0	0	6	0	0	1	16	NO	NO PAGA
586	M       	1400000	37	TEC     	SOL     	124	253	TEMUCO          	599239	800000	0	0	770	25	3474	1	57	NO	NO PAGA
587	F       	1200000	27	MED     	CAS     	116	131	RANCAGUA        	2208462	0	0	0	2312	0	0	1	37	NO	NO PAGA
588	F       	80000	42	TEC     	SOL     	90	93	SANTIAGO        	0	1250000	0	0	12	6	0	1	15	SI	NO PAGA
589	M       	600000	30	TEC     	CAS     	100	70	QUILPUE         	0	0	0	202215	105	0	160	2	23	NO	NO PAGA
590	F       	796000	48	TEC     	SOL     	138	1	ARICA           	0	507866	0	0	678	0	0	1	34	NO	PAGA
591	F       	65000	41	TEC     	SOL     	88	67	VINA DEL MAR    	0	2238000	0	0	74	0	0	1	80	NO	NO PAGA
592	M       	6500000	43	UNV     	CAS     	107	82	SANTIAGO        	2006872	820302	0	0	1030	0	0	1	13	SI	PAGA
593	F       	784000	33	TEC     	CAS     	90	23	CALDERA         	0	300000	0	0	14	0	13612	1	37	NO	NO PAGA
594	F       	450000	54	TEC     	SOL     	138	1	ARICA           	304494	0	0	0	408	0	0	1	14	NO	PAGA
595	M       	960000	46	UNV     	CAS     	23	90	SANTIAGO        	0	500000	0	1242374	2383	0	1488	2	25	NO	PAGA
596	M       	633000	26	UNV     	CAS     	27	226	CONCEPCION      	0	890000	0	589326	1380	0	12	2	12	NO	PAGA
597	F       	44800	42	TEC     	SOL     	30	91	SANTIAGO        	0	0	0	0	1454	0	0	1	6	SI	NO PAGA
598	F       	444000	29	TEC     	SOL     	74	291	PUERTO MONTT    	0	33761	0	238204		0	153	1	16	NO	NO PAGA
599	M       	740000	28	UNV     	SOL     	13	80	SANTIAGO        	0	519870	0	250000	404	0	857	1	25	NO	PAGA
600	M       	2013000	33	TEC     	SOL     	27	226	CONCEPCION      	0	256013	0	631637	11622	78	1758	3	5	NO	NO PAGA
601	F       	455000	29	MED     	SOL     	117	86	SANTIAGO        	0	995233	0	0	5	0	0	1	9	NO	NO PAGA
602	F       	66600	58	MED     	SOL     	120	89	SANTIAGO        	0	689202	0	0	10	0	0	1	80	SI	NO PAGA
603	M       	6500000	42	UNV     	CAS     	55	90	SANTIAGO        	0	300000	1871430	0	2036	0	6806	1	30	NO	PAGA
604	F       	70200	39	TEC     	SOL     	63	300	CASTRO          	2747699	250000	0	0	2896	0	0	1	10	SI	NO PAGA
605	F       	580000	32	MED     	CAS     	37	80	SANTIAGO        	0	247766	0	0	242	12	0	1	21	NO	NO PAGA
606	M       	878000	28	UNV     	CAS     	41	80	SANTIAGO        	1823150	324472	0	800000	2326	0	1171	1	21	NO	PAGA
607	M       	7000000	43	UNV     	VIU     	90	80	SANTIAGO        	0	0	4965038	0	2	14	5382	1	26	NO	PAGA
608	M       	1400000	37	TEC     	CAS     	79	131	RANCAGUA        	987010	2000000	0	164296	1110	51	1693	1	41	NO	NO PAGA
609	F       	1020000	39	UNV     	CAS     	32	116	SANTIAGO        	1130505	347209	0	150000	1415	0	1	1	37	NO	NO PAGA
610	M       	730000	45	UNV     	CAS     	31	119	SANTIAGO        	0	300000	0	300000	0	0	1539	1	27	NO	PAGA
611	F       	6590000	44	UNV     	CAS     	102	88	SANTIAGO        	0	12788	0	300000	331	0	12843	1	25	SI	PAGA
612	M       	5000000	44	UNV     	CAS     	31	80	SANTIAGO        	1237218	0	0	0	1293	0	2	1	8	NO	PAGA
613	F       	75900	50	TEC     	SOL     	98	122	MELIPILLA       	0	0	0	0	0	0	0	0	20	SI	NO PAGA
614	M       	4900000	41	UNV     	CAS     	120	85	SANTIAGO        	731822	122743	0	1015834	1258	21	1327	1	80	NO	PAGA
615	F       	77800	34	TEC     	SEP     	72	504	EL SALVADOR     	0	239087	0	480359	618	0	489	1	35	SI	NO PAGA
616	M       	7160000	40	UNV     	SEP     	90	85	SANTIAGO        	0	1033726	0	1451849	1449	21	1673	1	36	NO	PAGA
617	M       	450000	47	UNV     	CAS     	138	1	ARICA           	0	28427	3746797	247672	32	0	4160	1	18	NO	PAGA
618	M       		41	MED     	CAS     	31	119	SANTIAGO        	0	647378	11006786	1458733	2416	33	9430	2	80	NO	PAGA
619	F       	1620000	50	MED     	CAS     	138	88	SANTIAGO        	0	1250000	0	0	0	48	0	0	80	SI	NO PAGA
620	F       	448000	38	MED     	SOL     	66	253	TEMUCO          	0	0	0	0	187	0	0	1	17	NO	NO PAGA
621	F       	1520000	47	        	SOL     	138	1	ARICA           	0	1150000	8101805	0	0	0	9463	1	80	NO	PAGA
622	M       	5500000	44	UNV     	SEP     	55	90	SANTIAGO        	0	24357	0	200000	386	0	3830	2	68	NO	PAGA
623	M       	5000000	42	MED     	CAS     	24	86	SANTIAGO        	0	573604	0	21901	0	0	57	1	63	NO	PAGA
624	F       	600000	29	TEC     	SOL     	27	226	CONCEPCION      	0	250000	0	0	0	5	0	1	22	NO	PAGA
625	M       	2000000	40	UNV     	CAS     	10	5	IQUIQUE         	0	0	0	1000000	0	24	1021	0	80	SI	NO PAGA
626	M       	68500	41	UNV     	CAS     	55	90	SANTIAGO        	0	650000	0	180596	28	0	3840	1	42	NO	PAGA
627	F       	463000	49	MED     	CAS     	138	1	ARICA           	0	-4030	0	292673	142	0	81	1	18	NO	PAGA
628	M       	616000	47	TEC     	CAS     	138	1	ARICA           	0	300000	0	0	0	0	16043	1	22	SI	PAGA
629	M       	8000000	43	UNV     	CAS     	80	89	SANTIAGO        	0	900000	11789569	0	3955	0	14439	2	21	NO	PAGA
630	F       	78400	58	TEC     	SOL     	24	86	SANTIAGO        	583010	500000	0	0	13	0	12215	1	37	SI	NO PAGA
631	M       	869000	49	MED     	CAS     	88	67	VINA DEL MAR    	0	864534	0	0	437	0	197	2	35	NO	NO PAGA
632	M       	767000	32	UNV     	CAS     	71	326	PUNTA ARENAS    	1062721	224689	0	103119	1448	15	6	1	24	NO	NO PAGA
633	M       	700000	32	MED     	CAS     	18	105	SANTIAGO        	643183	0	0	0	853	0	1308	1	20	SI	NO PAGA
634	M       	60000	43	UNV     	CAS     	55	90	SANTIAGO        	0	800000	0	2000000	0	0	2006	1	42	SI	PAGA
635	M       	1550000	37	TEC     	CAS     	52	86	SANTIAGO        	0	1300000	0	0	0	46	0	0	80	NO	NO PAGA
636	F       	7300000	31	TEC     	CAS     	68	213	LOS ANGELES     	0	500000	0	0	0	0	8	0	15	NO	NO PAGA
637	M       	89300	43	UNV     	CAS     	16	89	SANTIAGO        	0	26708	0	370406	826	0	722	1	15	SI	PAGA
638	F       	73000	45	TEC     	SOL     	27	228	PENCO           	683692	507000	0	0	908	0	46	1	17	SI	NO PAGA
639	M       	773000	49	UNV     	SOL     	144	86	SANTIAGO        	0	1168253	0	1131438	1774	0	1610	3	21	NO	PAGA
640	F       	7960000	39	TEC     	VIU     	34	29	LA SERENA       	0	926196	0	181587	143	24	0	1	31	NO	NO PAGA
641	M       	681000	48	UNV     	CAS     	52	93	SANTIAGO        	384966	-4828	0	0	832	0	0	1	19	NO	PAGA
642	F       	9940000	30	TEC     	CAS     	54	85	SANTIAGO        	0	2697	14724420	857488	184	34	17273	1	43	SI	NO PAGA
643	M       	500000	30	UNV     	SOL     	47	80	SANTIAGO        	0	124741	0	347017	763	0	0	2	13	NO	PAGA
644	F       	44200	38	TEC     	SEP     	33	25	VALLENAR        	560519	1040000	0	250000	606	14	387	1	12	SI	NO PAGA
645	M       	6000000	42	UNV     	CAS     	55	90	SANTIAGO        	0	13582	0	1148381	2157	0	2041	2	80	NO	PAGA
646	M       	450000	62	TEC     	SOL     	34	29	LA SERENA       	0	327948	0	28094	0	3	0	0	15	NO	NO PAGA
647	M       	846000	51	UNV     	CAS     	62	292	PUERTO VARAS    	661946	0	0	0	803	0	22524	1	35	NO	NO PAGA
648	M       	582000	49	UNV     	CAS     	138	1	ARICA           	1415178	300000	0	0	1692	20	4217	1	7	NO	PAGA
649	M       	1566000	35	TEC     	CAS     	66	253	TEMUCO          	3874669	461265	201045	0	4107	0	318	1	51	NO	NO PAGA
650	M       	9500000	44	UNV     	CAS     	55	90	SANTIAGO        	0	500000	0	0	309	0	0	1	23	SI	PAGA
651	M       	1080000	41	TEC     	CAS     	102	90	SANTIAGO        	0	845000	0	0	257	24	3999	1	46	NO	NO PAGA
652	F       	6000000	40	TEC     	VIU     	34	103	SANTIAGO        	0	192928	0	500000	805	0	506	1	19	NO	NO PAGA
653	M       	1133000	37	UNV     	CAS     	90	89	SANTIAGO        	0	990243	0	110337	0	14	0	0	47	NO	NO PAGA
654	F       	5000000	33	TEC     	SOL     	49	103	SANTIAGO        	0	850000	0	206339	0	0	1012	0	11	NO	NO PAGA
655	F       	650000	49	UNV     	CAS     	90	105	SANTIAGO        	0	8677	1069751	400000	1665	0	12025	2	10	NO	PAGA
656	F       	78200	38	TEC     	SOL     	25	90	SANTIAGO        	0	0	0	0	868	0	42822	1	55	SI	NO PAGA
657	M       	1820000	52	UNV     	CAS     	43	67	VINA DEL MAR    	0	1986729	0	811670	17	49	735	1	80	NO	NO PAGA
658	M       	2067000	38	TEC     	CAS     	59	91	SANTIAGO        	0	1174851	0	0	78	0	36	1	80	NO	NO PAGA
659	M       	700000	42	MED     	CAS     	138	1	ARICA           	0	0	0	0	0	0	11222	1	28	NO	PAGA
660	M       	800000	40	UNV     	SOL     	18	115	SANTIAGO        	0	1000000	0	0	1744	0	0	2	23	NO	PAGA
661	F       	5580000	40	MED     	SOL     	65	516	LLO-LLEO        	0	336706	0	0	0	5	0	0	43	NO	NO PAGA
662	M       	80000	54	MED     	CAS     	55	90	SANTIAGO        	0	1000000	0	0	564	0	10530	1	40	NO	PAGA
663	F       	491000	51	MED     	SEP     	20	49	LOS ANDES       	0	0	0	0	0	2	0	0	20	NO	NO PAGA
664	F       	1900000	48	MED     	CAS     	56	135	MACHALI         	1555879	450062	0	719865	5286	0	5054	3	62	SI	NO PAGA
665	F       	6500000	39	TEC     	SOL     	22	1	ARICA           	1162311	300000	0	148460	1317	0	0	1	6	NO	NO PAGA
666	M       	600000	48	UNV     	CAS     	138	1	ARICA           	1297251	374722	0	0	1974	9	0	1	5	NO	PAGA
667	F       	3300000	56	UNV     	CAS     	13	16	ANTOFAGASTA     	4543958	1126051	0	2999998	9319	91	42455	1	80	NO	NO PAGA
668	F       	6000000	34	TEC     	VIU     	90	90	SANTIAGO        	0	18283	0	800000	1541	19	954	3	25	SI	NO PAGA
669	F       	511000	29	UNV     	CAS     	13	16	ANTOFAGASTA     	536709	550000	0	0	653	0	0	1	10	NO	NO PAGA
670	F       	800000	44	MED     	CAS     	103	93	SANTIAGO        	0	1058145	0	0	2	0	14481	1	30	NO	NO PAGA
671	M       	78300	41	UNV     	CAS     	55	90	SANTIAGO        	878509	524802	0	500000	1441	0	509	1	61	NO	PAGA
672	M       	69400	41	UNV     	CAS     	55	90	SANTIAGO        	270649	600000	0	197220	935	0	195	1	20	NO	PAGA
673	F       	1176000	47	MED     	CAS     	90	80	SANTIAGO        	0	1300000	0	2133472	1306	0	2280	1	46	NO	PAGA
674	M       	623000	26	TEC     	SOL     	42	31	COQUIMBO        	0	600000	0	0	752	0	0	1	18	NO	PAGA
675	F       	900000	21	UNV     	SOL     	38	85	SANTIAGO        	1808407	0	0	0	1899	0	0	1	27	NO	NO PAGA
676	M       	650000	47	UNV     	SOL     	138	1	ARICA           	673415	309777	0	0	940	42	0	1	17	NO	PAGA
677	M       	50000	40	MED     	CAS     	55	90	SANTIAGO        	0	398106	0	0	508	0	16	2	51	NO	PAGA
678	M       	45200	40	MED     	CAS     	55	90	SANTIAGO        	0	752420	0	0	1554	61	0	3	80	NO	PAGA
679	M       	1024000	52	TEC     	CAS     	27	226	CONCEPCION      	0	6311	0	1102797	1465	20	472	2	37	NO	PAGA
680	F       	435000	47	TEC     	SOL     	131	94	SANTIAGO        	0	543111	0	0	0	0	0	1	12	SI	PAGA
681	F       	80000	50	MED     	SOL     	66	253	TEMUCO          	0	1258100	0	0	2265	40	23	3	80	SI	NO PAGA
682	F       	70700	43	        	SOL     	61	284	OSORNO          	0	800000	0	2000000	4481	0	72434	1	80	SI	NO PAGA
683	M       	1370000	49	MED     	CAS     	31	119	SANTIAGO        	0	230259	0	0	684	0	436	3	62	NO	PAGA
684	F       	4850000	33	TEC     	SEP     	108	326	PUNTA ARENAS    	1454987	387142	0	454705	1593	0	108	1	28	SI	NO PAGA
685	M       	1380000	45	TEC     	VIU     	138	1	ARICA           	0	29024	0	1000000	1259	47	2913	2	57	NO	PAGA
686	M       	70000	48	MED     	CAS     	55	90	SANTIAGO        	0	4994	0	400000	503	3	414	1	13	NO	PAGA
687	M       	466000	36	UNV     	CAS     	66	253	TEMUCO          	549646	250000	0	0	754	0	0	2	11	NO	NO PAGA
688	M       	500000	37	TEC     	CAS     	90	89	SANTIAGO        	458297	24325	0	486999	916	0	510	1	11	NO	NO PAGA
689	F       	53000	47	TEC     	SEP     	33	25	VALLENAR        	0	1369068	0	56358	0	40	0	0	80	SI	NO PAGA
690	M       	2098000	49	TEC     	CAS     	52	104	SANTIAGO        	0	1613688	0	2982747	6242	18	8031	2	64	NO	PAGA
691	F       	6300000	38	TEC     	VIU     	96	117	SANTIAGO        	0	1650000	0	2482192	4079	0	13787	1	56	SI	NO PAGA
692	F       	600000	46	MED     	CAS     	92	92	SANTIAGO        	0	16333	0	379861	462	0	387	1	20	NO	PAGA
693	F       	490000	37	UNV     	CAS     	90	105	SANTIAGO        	0	350000	0	95140	0	0	61	0	17	NO	NO PAGA
694	M       	54800	40	MED     	CAS     	128	88	SANTIAGO        	0	0	0	0	184	0	0	1	19	NO	PAGA
695	M       	2854000	47	UNV     	SOL     	138	1	ARICA           	10224716	153716	0	3000000	14176	0	52949	3	30	SI	PAGA
696	M       	460000	49	UNV     	SOL     	138	1	ARICA           	0	699461	0	0	2	2	0	1	12	NO	PAGA
697	F       	600000	52	MED     	CAS     	31	119	SANTIAGO        	0	300000	0	0	0	0	124	1	21	NO	PAGA
698	F       	45000	53	TEC     	SOL     	105	42	LOS VILOS       	0	1250000	0	1028957	737	0	8393	1	80	SI	NO PAGA
699	F       	1200000	46	UNV     	SEP     	138	1	ARICA           	2715249	500000	0	1000000	3857	0	14062	3	22	SI	PAGA
700	M       	1500000	33	TEC     	SOL     	83	105	SANTIAGO        	0	800000	0	421656	2593	24	3464	2	50	NO	NO PAGA
701	M       	2400000	40	MED     	CAS     	79	148	SAN FERNANDO    	3150323	1851524	0	3051196	3363	50	3285	1	80	NO	NO PAGA
702	F       	5000000	40	TEC     	VIU     	78	182	LINARES         	0	600000	0	0	1707	0	0	1	6	NO	NO PAGA
703	F       	511000	29	MED     	CAS     	13	16	ANTOFAGASTA     	536709	550000	0	0	653	0	0	1	10	NO	NO PAGA
704	F       	6000000	28	TEC     	SOL     	13	16	ANTOFAGASTA     	0	1289283	0	0	15	0	0	1	14	NO	NO PAGA
705	F       	7400000	40	TEC     	VIU     	13	16	ANTOFAGASTA     	0	1990292	0	0	126	5	0	1	41	NO	NO PAGA
706	M       	1115000	51	UNV     	CAS     	40	86	SANTIAGO        	2534290	65085	0	2803869	4001	49	3826	2	16	NO	PAGA
707	M       	850000	41	MED     	CAS     	142	93	SANTIAGO        	0	294437	0	438957	1450	0	0	1	28	SI	PAGA
708	M       	50000	45	UNV     	CAS     	55	90	SANTIAGO        	0	415976	0	1000000	2846	0	6024	3	40	SI	PAGA
709	F       	450000	50	UNV     	CAS     	138	1	ARICA           	0	23957	0	323840	910	0	348	2	9		PAGA
710	F       	5000000	35	TEC     	VIU     	90	99	SANTIAGO        	0	346438	0	0	266	0	0	1	80	NO	NO PAGA
711	F       	460000	36	TEC     	CAS     	37	99	SANTIAGO        	0	500000	0	0	67	0	0	1	14	NO	NO PAGA
712	M       	3000000	42	MED     	SOL     	83	92	SANTIAGO        	1276519	599192	0	1733953	1989	25	45307	1	80	NO	NO PAGA
713	F       	445000	33	UNV     	CAS     	34	31	COQUIMBO        	0	500000	0	33715	8	10	0	1	13	NO	NO PAGA
714	M       	798000	42	UNV     	SEP     	31	119	SANTIAGO        	0	290399	0	0	365	0	2557	2	37	NO	PAGA
715	F       	790000	38	TEC     	CAS     	103	89	SANTIAGO        	0	75510	0	437500	2614	0	756	3	14	NO	NO PAGA
716	F       	63000	42	TEC     	SOL     	60	291	PUERTO MONTT    	1284864	1050000	0	0	2131	0	50289	1	42	SI	NO PAGA
717	F       	800000	53	MED     	CAS     	55	93	SANTIAGO        	0	300000	0	0	0	0	0	0	37	NO	NO PAGA
718	M       	700000	47	UNV     	SOL     	138	1	ARICA           	0	0	0	0	1241	3	0	3	16	SI	PAGA
719	M       		30	UNV     	CAS     	103	115	SANTIAGO        	0	78176	0	221510	1273	2	44	3	12	NO	NO PAGA
720	M       	78000	45	MED     	CAS     	55	90	SANTIAGO        	0	553220	0	553332	521	0	1325	2	80	NO	PAGA
721	M       	61600	40	MED     	CAS     	90	92	SANTIAGO        	0	767329	0	33803	1547	0	940	2	12	NO	PAGA
722	F       	660000	48	MED     	CAS     	24	87	SANTIAGO        	0	0	0	500000	0	0	510	0	27	NO	NO PAGA
723	M       	930000	40	MED     	SOL     	34	29	LA SERENA       	3190810	800000	0	439853	3845	29	0	2	7	NO	NO PAGA
724	F       	7820000	32	TEC     	VIU     	35	105	SANTIAGO        	0	30429	0	300000	484	4	383	3	14	NO	NO PAGA
725	F       	6020000	31	TEC     	SOL     	98	122	MELIPILLA       	0	1048458	0	0	117	0	44	1	14	NO	NO PAGA
726	F       	7200000	33	TEC     	CAS     	74	275	LOS LAGOS       	0	750000	0	494822	0	0	503	0	52	NO	NO PAGA
727	M       	700000	47	UNV     	CAS     	146	88	SANTIAGO        	0	1175974	0	794133	68	0	2	1	17	NO	PAGA
728	M       	5000000	41	UNV     	CAS     	55	90	SANTIAGO        	0	600000	0	35199	133	0	36	1	16	SI	PAGA
729	M       	838000	41	UNV     	VIU     	138	1	ARICA           	0	394637	0	1463336	491	0	774	1	37	NO	PAGA
730	F       	695000	36	UNV     	CAS     	85	115	SANTIAGO        	0	14882	0	243646	276	0	200	1	26	NO	NO PAGA
731	F       	448000	49	UNV     	CAS     	138	1	ARICA           	0	30399	0	300000	225	0	614	1	16	NO	PAGA
732	M       	1000000	46	UNV     	SOL     	90	80	SANTIAGO        	0	2973477	0	0	3071	22	3170	2	20	NO	PAGA
733	F       	702000	33	UNV     	CAS     	90	80	SANTIAGO        	989156	500000	0	0	1131	0	848	1	14	NO	NO PAGA
734	M       	55000	52	UNV     	CAS     	55	90	SANTIAGO        	0	168229	0	0	1317	3	0	2	26	NO	PAGA
735	M       	1104000	50	MED     	CAS     	31	119	SANTIAGO        	0	400000	3503156	0	0	0	0	1	52	NO	PAGA
736	F       	1486000	48	MED     	CAS     	65	77	EL QUISCO       	0	485922	0	0	11	0	28291	1	70	SI	NO PAGA
737	M       	1100000	55	TEC     	CAS     	27	226	CONCEPCION      	0	970100	0	0	5	0	0	1	46	NO	PAGA
738	F       	4870000	32	TEC     	SOL     	81	59	QUILLOTA        	0	500000	0	0	0	0	1	0	23	NO	NO PAGA
739	F       	700000	47	TEC     	CAS     	79	148	SAN FERNANDO    	1112326	104780	0	1167713	1496	0	2356	2	14	NO	NO PAGA
740	F       	500000	43	MED     	CAS     	48	88	SANTIAGO        	0	0	0	2	197	0	101	1	19	NO	NO PAGA
741	M       	745000	38	MED     	CAS     	67	193	CHILLAN         	0	288192	0	2711	5	3	408	1	35	NO	NO PAGA
742	F       	450000	49	TEC     	CAS     	12	13	CALAMA          	0	4336	0	0	581	0	0	1	13	NO	NO PAGA
743	M       	1000000	37	MED     	CAS     	84	90	SANTIAGO        	0	582600	0	0	155	0	0	1	45	NO	NO PAGA
744	F       	600000	43	TEC     	CAS     	63	300	CASTRO          	0	0	0	0	0	0	410	0	24	NO	NO PAGA
745	M       	1743000	54	UNV     	SOL     	90	80	SANTIAGO        	0	1657230	0	0	6766	37	2155	2	37	SI	PAGA
746	F       	48000	56	MED     	SOL     	23	164	CURICO          	0	0	0	0	0	0	0	0	24	SI	NO PAGA
747	M       	840000	48	UNV     	CAS     	152	84	SANTIAGO        	0	0	0	1743230	35	32	1486	1	42	NO	PAGA
748	M       	730000	55	UNV     	CAS     	27	226	CONCEPCION      	715421	-349	0	593340	1908	0	592	2	11	SI	PAGA
749	F       	440000	32	UNV     	CAS     	37	105	SANTIAGO        	0	100000	0	85000	213	0	372	1	16	NO	NO PAGA
750	M       	742000	44	MED     	CAS     	84	105	SANTIAGO        	0	11701	0	251861	589	3	394	2	32	NO	PAGA
751	M       	5000000	41	UNV     	SEP     	55	90	SANTIAGO        	0	489829	0	113865	10	0	946	1	61	NO	PAGA
752	M       	74000	40	UNV     	CAS     	55	90	SANTIAGO        	4575684	1317242	0	3753153	7952	0	24282	2	65	NO	PAGA
753	M       	492000	27	        	CAS     	126	80	SANTIAGO        	0	250000	0	28445	134	0	0	1	18	SI	PAGA
754	F       	7700000	38	TEC     	SOL     	74	272	VALDIVIA        	1968253	300000	0	0	2286	15	0	1	80	NO	NO PAGA
755	F       	90400	56	MED     	SOL     	139	88	SANTIAGO        	0	2040762	2978125	0	0	0	3628	0	80	SI	NO PAGA
756	F       	2100000	52	MED     	CAS     	102	90	SANTIAGO        	0	2720553	0	0	0	0	31	0	80	NO	NO PAGA
757	M       	45500	40	UNV     	CAS     	55	90	SANTIAGO        	0	-1589	0	400000	3076	30	954	2	30	NO	PAGA
758	M       	8030000	41	UNV     	CAS     	55	90	SANTIAGO        	1254679	16491	0	292199	2178	0	400	2	34	NO	PAGA
759	F       	1500000	53	MED     	CAS     	27	226	CONCEPCION      	0	59634	0	1500000	229	0	2230	1	73	NO	NO PAGA
