GENERO,RENTA,EDAD,NIV_EDUC,E_CIVIL,COD_OFI,COD_COM,CIUDAD,Crédito_1,Crédito_2,Crédito_3,Crédito_4,Monto solicitado,Días de Mora,Monto Deuda Promedio,Número de meses inactivo,numero de cuotas,Aval,PAGA
1,1150000.0,40.0,4,1,31,119.0,1,0,1167868,0.0,962761,50.0,0,21789,1,46,0,1
1,1252000.0,48.0,4,1,117,88.0,1,0,588394,0.0,0,5769.0,0,156,2,5,1,1
1,435000.0,35.0,2,1,129,105.0,1,0,49689,0.0,242212,155.0,3,446,1,16,0,0
0,600000.0,54.0,1,3,16,89.0,1,0,1150000,0.0,0,239.0,0,0,1,13,1,0
1,80000.0,42.0,4,1,55,90.0,1,0,489821,0.0,0,1192.0,21,3910,2,13,0,1
1,1971000.0,42.0,1,1,52,226.0,0,0,0,0.0,1379843,0.0,15,57651,0,80,0,0
0,550000.0,32.0,2,1,39,105.0,1,0,85293,0.0,500000,1080.0,22,510,2,12,0,0
0,500000.0,53.0,0,1,81,59.0,38,0,0,0.0,0,467.0,36,61412,1,16,0,0
1,660000.0,54.0,2,0,77,227.0,39,0,600000,0.0,44095,960.0,0,2,1,17,0,0
1,500000.0,50.0,2,0,138,1.0,2,0,367595,0.0,300000,396.0,0,307,2,17,0,1
1,1200000.0,39.0,4,1,42,31.0,40,3788129,512102,0.0,412983,4116.0,9,420,1,17,1,0
0,70000.0,50.0,1,0,16,124.0,6,0,350000,0.0,344483,277.0,0,1141,1,16,1,0
1,95300.0,55.0,4,1,55,90.0,1,0,800000,0.0,0,0.0,0,7780,1,30,1,1
1,1343000.0,55.0,4,1,31,119.0,1,1196184,163114,0.0,500000,2283.0,0,510,1,45,1,1
1,1550000.0,41.0,-1,0,34,29.0,21,0,1274933,0.0,0,1.0,0,0,1,80,0,0
1,4500000.0,39.0,4,1,55,90.0,1,0,297208,0.0,43173,450.0,0,0,1,25,1,1
0,1000000.0,51.0,4,0,138,1.0,2,0,671558,0.0,116052,370.0,0,468,1,44,0,1
1,1201000.0,44.0,4,1,17,103.0,1,913695,29328,0.0,497417,5343.0,17,401,3,7,0,1
1,818000.0,54.0,2,1,27,226.0,0,0,0,0.0,34095,0.0,5,0,1,41,0,1
0,600000.0,30.0,2,0,10,5.0,14,0,292999,0.0,267112,113.0,0,301,1,22,0,0
1,950000.0,41.0,4,1,49,80.0,1,0,489990,0.0,59172,0.0,4,0,1,43,1,1
1,700000.0,34.0,1,1,82,84.0,1,0,263331,0.0,486984,1620.0,11,942,2,12,0,0
0,75000.0,33.0,2,0,45,88.0,1,0,1345295,0.0,0,2.0,0,0,1,27,1,0
1,466000.0,36.0,1,1,66,253.0,17,549646,250000,0.0,0,754.0,0,0,2,11,0,0
1,803000.0,49.0,4,1,90,93.0,1,0,428111,0.0,0,97.0,16,0,1,36,0,1
1,598000.0,34.0,4,1,130,115.0,1,0,281426,0.0,0,1932.0,0,0,3,5,1,0
1,638000.0,32.0,2,3,48,107.0,1,0,693829,0.0,0,77.0,0,155,2,19,0,0
0,680000.0,50.0,2,0,138,1.0,2,0,788499,0.0,132004,342.0,0,134,3,20,0,1
1,8230000.0,43.0,4,1,55,90.0,1,0,500000,0.0,10942,470.0,0,3,1,33,0,1
0,89300.0,55.0,1,0,69,55.0,41,0,0,0.0,200000,0.0,0,312,0,24,1,0
1,707000.0,46.0,4,2,138,1.0,2,0,796216,1539619.0,288571,313.0,0,7227,2,21,0,1
0,580000.0,27.0,2,0,140,81.0,1,0,178672,0.0,91694,92.0,0,92,1,22,0,0
1,5600000.0,41.0,4,1,55,90.0,1,0,250000,0.0,102208,0.0,14,174,1,37,0,1
0,50000.0,44.0,1,0,73,89.0,1,0,0,0.0,0,2362.0,0,0,1,22,1,0
1,62800.0,41.0,4,1,55,90.0,1,0,1950000,0.0,471252,1205.0,9,1974,2,44,0,1
1,550000.0,49.0,4,1,31,119.0,1,0,510361,0.0,0,1544.0,0,0,2,7,0,1
0,7500000.0,39.0,2,3,76,80.0,1,0,550000,0.0,100000,0.0,7,102,0,15,0,0
1,700000.0,34.0,4,-1,82,84.0,1,0,263331,0.0,486984,1620.0,11,942,2,12,0,0
1,485000.0,52.0,1,2,27,226.0,0,0,109234,0.0,157213,748.0,0,15,3,12,0,1
1,750000.0,51.0,4,0,48,98.0,1,755423,317838,0.0,500000,1004.0,0,99,1,27,1,1
1,821000.0,48.0,4,2,118,89.0,1,0,550552,0.0,166371,401.0,19,391,2,36,0,1
1,700000.0,31.0,1,0,27,226.0,0,0,165371,0.0,259524,178.0,11,0,1,27,0,1
0,66800.0,49.0,2,0,15,88.0,1,0,0,0.0,0,3211.0,0,8129,1,80,1,0
0,80000.0,39.0,-1,0,61,284.0,20,0,650000,0.0,0,343.0,0,0,1,16,1,0
1,1250000.0,28.0,2,0,13,16.0,9,0,800000,0.0,0,229.0,36,4143,2,55,1,0
1,1500000.0,46.0,1,2,19,115.0,1,0,2833748,0.0,0,881.0,0,4,2,47,0,1
1,850000.0,38.0,1,1,67,193.0,15,847757,400000,0.0,0,1106.0,6,0,1,31,0,0
0,75000.0,44.0,1,0,93,89.0,1,0,0,0.0,0,0.0,9,0,0,45,1,0
0,5580000.0,32.0,2,1,34,29.0,21,0,862294,0.0,0,75.0,0,0,1,67,0,0
1,2750000.0,37.0,4,1,24,83.0,1,0,1239794,0.0,1851812,371.0,41,6318,1,80,0,0
0,482000.0,52.0,4,0,138,1.0,2,0,604803,0.0,0,43.0,0,0,1,14,0,1
0,75000.0,43.0,2,0,81,59.0,38,0,845000,0.0,199730,0.0,1,0,0,57,1,0
1,680000.0,31.0,2,1,44,176.0,42,0,176792,0.0,400000,360.0,0,407,1,24,1,0
1,1184000.0,37.0,1,1,48,29.0,21,0,1120000,0.0,76728,0.0,35,78,0,48,0,0
1,1634000.0,53.0,1,1,27,226.0,0,864795,1471753,0.0,0,1231.0,56,0,1,75,0,1
0,9500000.0,32.0,2,0,92,88.0,1,0,0,6207882.0,0,0.0,31,6643,0,80,0,0
1,697000.0,48.0,1,1,138,1.0,2,505623,1111733,0.0,266818,1407.0,20,0,2,12,0,1
1,500000.0,55.0,4,0,68,226.0,0,0,250000,0.0,0,0.0,12,0,0,18,0,0
1,1813000.0,41.0,2,1,54,85.0,1,0,1033858,0.0,0,29.0,9,1,1,80,1,0
1,450000.0,38.0,1,1,43,70.0,36,0,238233,0.0,0,11.0,0,0,1,16,0,0
1,8340000.0,40.0,4,1,55,90.0,1,0,0,0.0,26221,759.0,9,53,1,22,0,1
1,863000.0,33.0,4,1,27,226.0,0,0,103130,0.0,436405,1134.0,0,4760,3,32,0,1
1,1325000.0,54.0,4,1,27,226.0,0,4417010,166245,0.0,1500000,5500.0,41,3411,2,12,0,1
1,994000.0,48.0,1,1,27,88.0,1,0,648768,0.0,475222,2433.0,0,1564,3,26,0,1
0,450000.0,29.0,1,0,19,90.0,1,0,472842,0.0,200054,152.0,0,165,1,14,0,0
0,1600000.0,42.0,4,1,138,1.0,2,868598,1000000,0.0,918971,4082.0,0,14788,2,56,1,1
0,4760000.0,44.0,4,1,31,119.0,1,0,500000,0.0,0,0.0,31,0,1,50,0,1
1,1290000.0,55.0,2,1,27,226.0,0,0,50958,0.0,334889,4425.0,31,547,2,21,0,1
1,730000.0,47.0,1,1,138,1.0,2,0,375721,0.0,436137,71.0,24,2043,1,26,0,1
1,700000.0,27.0,1,1,13,80.0,1,0,0,0.0,0,1575.0,0,458,2,13,0,0
0,50000.0,56.0,2,0,132,95.0,1,0,1605281,0.0,0,0.0,0,75,0,80,1,0
0,1100000.0,45.0,4,1,54,88.0,1,0,1500000,0.0,58388,0.0,30,0,1,40,0,1
0,51000.0,51.0,2,0,47,66.0,43,0,1286507,0.0,4824157,0.0,0,143366,0,80,1,0
0,55000.0,48.0,2,0,16,89.0,1,0,0,0.0,0,0.0,81,0,0,50,1,0
0,1471000.0,41.0,4,1,90,89.0,1,0,800000,0.0,0,2903.0,29,325,1,45,0,0
1,781000.0,53.0,4,1,130,99.0,1,0,800000,0.0,11912,980.0,1,2,2,30,0,1
1,620000.0,52.0,4,1,27,226.0,0,0,-7899,0.0,1500000,0.0,0,6950,1,25,0,1
0,2587000.0,47.0,1,1,39,86.0,1,0,0,0.0,0,0.0,0,630,0,80,0,0
1,1200000.0,52.0,2,1,27,226.0,0,0,260,0.0,938160,2850.0,2,897,2,32,0,1
0,1000000.0,52.0,1,1,27,226.0,0,0,1171587,0.0,445308,0.0,0,23366,1,39,0,1
0,1039000.0,46.0,1,1,53,86.0,1,0,0,0.0,22394,0.0,0,23,0,52,0,0
0,6230000.0,30.0,2,0,74,272.0,25,0,250000,0.0,0,0.0,0,3,0,19,0,0
1,6200000.0,43.0,4,1,55,90.0,1,0,0,0.0,0,629.0,0,0,1,18,0,1
1,6260000.0,43.0,1,1,120,90.0,1,770167,26046,0.0,220896,1217.0,0,219,2,27,0,1
0,1981000.0,44.0,1,1,90,121.0,1,0,1250000,0.0,0,6784.0,58,1556,3,52,0,0
0,73000.0,36.0,2,0,35,88.0,1,0,886251,0.0,400352,379.0,0,326,1,10,1,0
0,8500000.0,37.0,2,3,76,93.0,1,0,500000,0.0,0,0.0,0,2,0,50,0,0
0,6330000.0,44.0,4,1,103,115.0,1,0,515765,0.0,0,0.0,5,0,1,16,1,1
1,9000000.0,44.0,4,1,76,98.0,1,1923438,6625,0.0,1486858,3376.0,0,4532,3,37,0,1
0,573000.0,51.0,1,1,93,89.0,1,0,400000,0.0,599108,0.0,0,0,0,19,0,0
0,600000.0,45.0,1,1,73,88.0,1,0,107192,0.0,250000,0.0,0,254,0,23,0,0
1,701000.0,35.0,2,0,54,80.0,1,0,750000,0.0,0,0.0,26,0,0,21,0,0
0,500000.0,29.0,2,1,105,63.0,44,0,0,0.0,0,22.0,0,0,1,20,0,0
1,500000.0,47.0,2,2,138,1.0,2,0,325000,0.0,300000,250.0,0,306,1,17,0,1
1,1634000.0,48.0,4,0,138,1.0,2,864795,1471753,0.0,0,1231.0,56,0,1,75,0,1
1,900000.0,39.0,4,1,90,105.0,1,2754039,800000,0.0,381591,3014.0,0,387,1,10,0,0
1,1000000.0,58.0,4,0,12,13.0,33,0,441886,0.0,195697,104.0,0,0,1,46,0,0
0,590000.0,30.0,4,0,68,213.0,24,0,700000,0.0,5037,311.0,8,255,2,17,0,0
0,690000.0,59.0,1,1,86,49.0,45,997565,0,0.0,0,1186.0,0,0,1,16,0,0
1,77100.0,48.0,4,1,54,98.0,1,0,-44730,0.0,0,1212.0,0,205696,2,58,0,1
1,9900000.0,36.0,4,1,48,88.0,1,911943,6133,0.0,0,1441.0,31,0,2,26,0,1
0,1400000.0,36.0,4,0,84,80.0,1,0,880061,0.0,0,31.0,0,0,1,62,0,0
1,904000.0,37.0,2,1,116,131.0,5,0,38956,0.0,299039,2933.0,0,519,2,16,0,0
0,6500000.0,35.0,2,3,21,13.0,33,333336,0,0.0,0,1550.0,0,0,1,7,0,0
1,600000.0,35.0,4,0,96,131.0,5,0,185398,0.0,251048,444.0,0,25,1,20,1,0
1,760000.0,47.0,1,1,138,1.0,2,1493564,239177,0.0,1000000,2240.0,0,7783,2,16,0,1
0,730000.0,30.0,2,1,27,226.0,0,0,600000,0.0,0,1981.0,0,612,2,10,0,1
1,1500000.0,38.0,1,1,59,88.0,1,0,0,0.0,0,7.0,0,0,1,75,0,0
1,8200000.0,43.0,4,1,90,85.0,1,916725,615815,0.0,580965,968.0,18,124,2,11,0,1
1,8780000.0,41.0,4,1,148,92.0,1,0,1250000,0.0,0,18.0,0,313,1,80,0,1
1,671000.0,42.0,1,1,90,98.0,1,0,0,0.0,0,0.0,27,0,0,27,0,0
1,60200.0,45.0,4,3,55,90.0,1,0,1552253,227910.0,454512,2106.0,0,18526,3,19,1,1
1,64800.0,44.0,4,1,55,90.0,1,0,118156,0.0,625718,226.0,0,604,1,18,0,1
1,550000.0,36.0,4,1,12,13.0,33,0,252234,0.0,644009,0.0,1,261,0,20,0,0
0,80000.0,59.0,1,0,48,85.0,1,0,1812698,0.0,0,15.0,0,0,1,32,1,0
0,600000.0,52.0,1,3,81,60.0,46,0,300000,0.0,766926,541.0,0,825,2,19,0,0
0,500000.0,46.0,1,1,151,226.0,0,0,0,0.0,0,0.0,27,20,0,20,0,0
1,77200.0,47.0,4,1,55,90.0,1,0,142722,0.0,3000000,478.0,0,3734,1,56,1,1
1,500000.0,49.0,4,2,31,119.0,1,0,300000,0.0,3011664,0.0,0,2611,1,17,0,1
0,800000.0,53.0,2,0,80,84.0,1,3029147,110615,3171037.0,329371,3420.0,0,456,1,6,0,1
0,8000000.0,27.0,3,0,52,88.0,1,0,500000,0.0,457713,0.0,0,70,0,80,0,0
1,1100000.0,51.0,2,1,52,99.0,1,2325436,40078,0.0,500000,3430.0,32,544,3,21,0,1
1,700000.0,33.0,4,1,12,13.0,33,1008411,500000,0.0,0,1486.0,6,0,2,13,0,0
1,500000.0,56.0,4,0,73,89.0,1,0,325889,0.0,0,2.0,0,30,1,17,0,0
1,450000.0,46.0,1,0,138,1.0,2,897362,16162,0.0,241838,1344.0,0,195,1,5,1,1
0,7300000.0,40.0,2,0,52,88.0,1,0,1250000,0.0,366596,4866.0,0,4121,1,80,0,0
0,750000.0,54.0,2,0,27,226.0,0,1418051,500000,0.0,0,1513.0,0,0,1,19,0,1
1,485000.0,47.0,4,1,50,86.0,1,0,506519,0.0,392401,259.0,0,332,1,15,0,1
0,500000.0,48.0,4,1,31,119.0,1,0,0,0.0,0,0.0,0,2600,1,20,1,1
0,490000.0,40.0,1,1,134,16.0,9,0,800000,0.0,124363,312.0,10,127,1,12,0,0
1,3000000.0,52.0,1,0,27,226.0,0,0,2699965,0.0,0,0.0,0,11105,1,80,0,1
0,65000.0,57.0,1,0,54,80.0,1,0,1291552,0.0,244528,46.0,0,0,1,15,1,0
1,1200000.0,38.0,2,1,18,99.0,1,0,403230,0.0,0,4806.0,0,1218,2,12,1,0
1,1200000.0,47.0,1,1,138,1.0,2,0,260,0.0,938160,2850.0,2,897,2,32,0,1
1,80000.0,48.0,1,1,55,90.0,1,1898020,0,0.0,0,2083.0,0,1294,2,33,0,1
1,770000.0,44.0,4,1,29,89.0,1,370509,626321,0.0,0,3040.0,9,0,2,9,0,0
1,820000.0,36.0,1,1,54,88.0,1,0,500000,0.0,0,0.0,0,64276,0,36,0,0
1,990000.0,32.0,2,0,27,226.0,0,2661695,208983,0.0,0,763.0,11,1833,3,21,0,1
0,63400.0,42.0,2,0,95,316.0,10,0,1401401,9548331.0,8990658,288.0,0,16310,1,26,1,0
1,4000000.0,46.0,1,0,14,22.0,47,0,451439,0.0,29885,0.0,0,31294,0,80,0,0
1,730000.0,52.0,1,2,31,119.0,1,0,375721,0.0,436137,71.0,24,2043,1,26,0,1
1,523000.0,54.0,2,0,27,226.0,0,0,300000,0.0,1099926,16.0,0,1123,1,18,0,1
1,1000000.0,48.0,1,1,37,104.0,1,2606226,0,0.0,2409187,2955.0,0,2392,1,21,0,1
1,4997000.0,53.0,2,0,85,88.0,1,0,3405501,1252234.0,0,8671.0,40,1445,1,80,0,0
1,54600.0,45.0,4,1,55,90.0,1,1952541,338542,137966.0,0,2116.0,0,183,1,53,0,1
1,1536000.0,55.0,4,1,39,84.0,1,0,347816,0.0,320337,2108.0,0,289,3,72,0,0
0,920000.0,55.0,1,1,27,226.0,0,0,250000,473580.0,0,0.0,0,1003,1,44,0,1
1,547000.0,54.0,4,0,127,93.0,1,0,892177,0.0,298710,432.0,0,305,1,13,1,1
1,550000.0,30.0,3,0,90,226.0,0,0,21420,0.0,0,284.0,0,0,1,20,0,0
1,700000.0,33.0,2,1,83,88.0,1,0,0,0.0,0,1939.0,0,1162,1,9,0,0
0,550000.0,24.0,2,0,90,85.0,1,0,690000,0.0,298569,11.0,0,0,1,16,0,0
1,2365000.0,44.0,4,1,82,86.0,1,0,1581828,0.0,0,1961.0,0,0,1,80,0,0
1,1877000.0,47.0,4,1,40,71.0,48,0,286840,0.0,872,751.0,0,11932,2,80,0,0
1,577000.0,51.0,4,1,37,109.0,1,0,243901,0.0,0,6.0,4,0,1,21,0,1
1,3200000.0,43.0,1,0,10,5.0,14,0,956620,0.0,0,86.0,46,0,1,80,0,0
0,1000000.0,52.0,4,1,31,119.0,1,0,470852,0.0,94747,2945.0,0,459,3,21,0,1
1,750000.0,49.0,4,1,138,1.0,2,0,58908,1882639.0,479066,169.0,0,2337,1,36,0,1
1,1800000.0,34.0,1,1,90,88.0,1,0,1000000,0.0,0,53.0,74,10,1,80,0,0
1,1299000.0,55.0,2,1,103,93.0,1,0,104107,0.0,0,3104.0,22,121,3,34,0,1
1,49000.0,52.0,1,1,55,90.0,1,0,148904,0.0,500000,1649.0,0,512,3,21,0,1
1,3080000.0,42.0,4,1,71,326.0,29,0,0,0.0,0,3453.0,0,12298,2,80,0,0
0,950000.0,34.0,2,1,50,88.0,1,0,631253,0.0,0,527.0,0,0,1,42,0,0
1,837000.0,44.0,4,1,138,1.0,2,2286842,35041,0.0,853085,2861.0,0,861,1,14,1,1
1,463000.0,63.0,2,1,95,316.0,10,0,423805,0.0,289449,786.0,0,0,2,11,0,0
0,1500000.0,43.0,1,1,24,88.0,1,3106530,294809,0.0,0,537.0,39,0,1,41,0,0
0,66900.0,39.0,1,0,90,80.0,1,0,0,0.0,0,503.0,0,0,1,80,1,0
0,81800.0,44.0,1,0,56,131.0,-1,0,4000000,0.0,0,286.0,9,31116,1,80,1,0
1,501000.0,40.0,2,1,46,29.0,21,0,381240,0.0,0,86.0,0,0,2,17,0,0
1,5620000.0,40.0,1,1,55,90.0,1,1398357,394245,0.0,400000,1557.0,0,409,1,28,1,1
1,1200000.0,53.0,1,1,27,226.0,0,2550608,229842,0.0,0,3193.0,0,510,1,29,1,1
0,98000.0,44.0,2,2,55,91.0,1,263667,303806,0.0,123444,1111.0,0,126,3,9,1,0
0,92200.0,56.0,2,0,22,1.0,2,0,0,0.0,0,1247.0,0,0,1,11,1,0
1,1492000.0,53.0,4,1,31,92.0,1,0,250000,7135999.0,2000000,5572.0,24,15488,2,19,0,1
1,1569000.0,50.0,2,1,129,105.0,1,2989522,864416,0.0,1000000,4232.0,16,509,2,52,0,1
1,753000.0,40.0,4,0,138,1.0,2,0,600000,0.0,0,729.0,0,569,1,31,0,1
0,48700.0,42.0,1,0,44,253.0,17,1600714,-48101,0.0,1200000,2569.0,0,1486,1,16,1,0
-1,549000.0,40.0,4,1,31,119.0,1,0,219943,0.0,0,23.0,0,0,1,20,0,1
1,744000.0,48.0,1,1,138,1.0,2,0,103418,0.0,241818,279.0,0,451,1,35,0,1
0,708000.0,26.0,4,1,138,1.0,2,326089,26773,0.0,179046,1245.0,0,149,2,16,0,1
1,614000.0,40.0,4,1,93,89.0,1,0,1362,0.0,800000,598.0,0,512,2,19,0,1
1,506000.0,45.0,4,0,31,119.0,1,708583,259894,0.0,291742,783.0,0,70,1,11,0,1
0,471000.0,46.0,2,0,90,89.0,1,0,926068,0.0,0,0.0,0,0,0,10,0,0
1,750000.0,34.0,2,1,27,226.0,0,0,700000,0.0,0,211.0,23,0,1,31,0,0
1,65700.0,52.0,1,1,55,90.0,1,3703789,191906,0.0,1463281,3145.0,0,3614,2,80,1,1
1,750000.0,40.0,4,1,138,1.0,2,0,219493,0.0,259104,1203.0,0,103,2,26,0,1
0,6000000.0,38.0,2,3,105,59.0,38,3171772,408483,0.0,996784,9053.0,0,31774,1,43,1,0
0,650000.0,48.0,4,1,138,1.0,2,0,385500,0.0,0,22.0,0,0,1,23,0,1
0,449000.0,36.0,4,1,16,93.0,1,0,249982,0.0,0,0.0,0,101,0,16,0,0
1,2200000.0,47.0,4,0,45,88.0,1,0,1300000,0.0,0,0.0,0,203,1,80,0,1
1,730000.0,49.0,4,0,138,1.0,2,715421,-349,0.0,593340,1908.0,0,592,2,11,1,1
1,604000.0,50.0,4,0,138,1.0,2,0,238030,0.0,0,6.0,0,0,1,22,0,1
0,500000.0,25.0,2,1,27,226.0,0,0,387038,0.0,138623,148.0,0,0,1,17,0,1
1,82000.0,40.0,1,1,90,85.0,1,0,350000,0.0,349216,9190.0,21,10022,1,29,0,1
1,500000.0,37.0,4,1,90,84.0,1,0,450000,0.0,0,41.0,0,0,1,16,0,0
1,900000.0,29.0,1,1,76,104.0,1,1146683,99600,0.0,790795,1661.0,0,749,1,29,0,0
0,62800.0,49.0,2,2,39,93.0,1,0,0,0.0,0,0.0,3,0,0,21,1,0
1,519000.0,54.0,4,1,27,226.0,0,0,205068,0.0,0,11.0,0,185,1,19,0,1
1,91700.0,45.0,4,1,103,93.0,1,0,584152,0.0,0,2004.0,2,1202,2,22,0,1
0,62600.0,47.0,2,0,134,16.0,9,0,0,0.0,0,233.0,33,134,1,18,1,0
1,700000.0,53.0,4,1,27,226.0,0,47222,491393,0.0,612446,269.0,0,280,1,23,0,1
1,550000.0,30.0,2,0,90,226.0,0,0,21420,0.0,0,284.0,0,0,1,20,0,0
1,1851000.0,38.0,2,1,129,88.0,1,0,2500000,0.0,0,13.0,0,172,2,80,1,0
0,619000.0,30.0,4,1,33,27.0,49,0,836920,0.0,0,7.0,0,0,1,17,0,0
0,50700.0,53.0,2,0,138,86.0,1,0,724596,0.0,0,0.0,14,0,0,63,1,0
1,2500000.0,44.0,2,1,88,67.0,7,0,2731445,0.0,209098,45.0,0,0,1,80,0,0
0,2000000.0,44.0,2,1,50,88.0,1,0,1440326,0.0,1910326,3275.0,51,80996,3,80,0,0
1,460000.0,55.0,2,1,27,226.0,0,0,699461,0.0,0,2.0,2,0,1,12,0,1
0,82900.0,55.0,1,3,48,88.0,1,0,210797,0.0,0,496.0,0,0,1,16,1,0
0,5000000.0,32.0,2,0,27,226.0,0,0,500000,0.0,0,6.0,0,0,1,14,0,0
0,1600000.0,42.0,2,0,27,226.0,0,868598,1000000,0.0,918971,4082.0,0,14788,2,56,1,1
1,68000.0,55.0,1,1,138,86.0,1,0,309516,0.0,350000,1204.0,0,357,2,16,0,1
0,7000000.0,37.0,2,0,31,119.0,1,3324622,400000,0.0,2000000,3654.0,0,2037,1,13,0,0
0,450000.0,30.0,2,0,48,89.0,1,0,6048,0.0,250000,248.0,0,137,1,16,0,0
1,850000.0,33.0,4,1,92,105.0,1,0,108441,0.0,432209,1184.0,0,472,2,31,1,1
0,8000000.0,31.0,3,0,21,502.0,18,8166671,250000,0.0,0,9664.0,70,985,1,80,0,0
1,4700000.0,41.0,4,1,55,90.0,1,0,599962,0.0,258,19.0,0,20139,1,32,0,1
1,650000.0,50.0,4,1,37,98.0,1,0,419611,0.0,0,1241.0,0,0,2,14,0,1
1,700000.0,36.0,4,1,124,253.0,17,1202550,0,0.0,0,1312.0,0,0,1,15,0,0
0,1500000.0,40.0,4,1,52,118.0,1,0,1207,0.0,300000,3034.0,0,306,3,45,1,1
1,44400.0,49.0,1,1,37,81.0,1,0,500000,0.0,300000,0.0,0,11562,1,55,0,1
0,51100.0,45.0,2,0,72,504.0,23,0,1583108,0.0,600000,1979.0,0,1424,1,9,1,0
1,1600000.0,43.0,4,1,31,119.0,1,0,-26976,0.0,1000000,3196.0,0,1855,2,65,0,1
1,850000.0,41.0,4,1,142,93.0,1,0,294437,0.0,438957,1450.0,0,0,1,28,1,1
0,50000.0,41.0,2,0,34,31.0,40,0,1407195,0.0,1655584,1.0,134,16100,1,80,0,0
1,1555000.0,46.0,2,1,118,93.0,1,510365,1065501,0.0,0,3111.0,3,0,3,63,0,1
0,650000.0,29.0,2,1,52,89.0,1,0,754136,0.0,400000,392.0,0,374,1,19,0,0
1,1528000.0,39.0,2,1,82,92.0,1,2630553,619378,0.0,1458420,3040.0,0,0,1,60,0,0
1,4860000.0,44.0,4,1,55,90.0,1,0,800000,0.0,224191,0.0,0,0,1,19,0,1
0,618000.0,29.0,4,1,107,87.0,1,0,1219561,0.0,148603,267.0,0,0,1,13,0,0
1,71100.0,51.0,4,2,55,90.0,1,312464,0,0.0,0,412.0,0,0,1,20,1,1
1,1100000.0,42.0,4,1,31,119.0,1,3294397,0,0.0,0,3394.0,64,0,1,22,0,1
1,560000.0,27.0,4,0,67,105.0,1,0,240767,0.0,115040,221.0,0,0,1,20,0,1
0,5000000.0,37.0,2,3,83,103.0,1,0,500000,0.0,821018,856.0,0,0,1,38,0,0
1,508000.0,42.0,1,1,13,16.0,9,0,0,0.0,0,1251.0,18,0,1,8,0,0
0,5000000.0,36.0,2,0,17,103.0,1,0,1549818,0.0,2283947,6347.0,0,6873,3,10,0,0
1,1157000.0,54.0,1,1,25,90.0,1,0,650000,0.0,119998,0.0,15,80,1,52,0,1
1,912000.0,54.0,1,0,122,97.0,1,0,600000,0.0,39585,317.0,0,40,1,40,0,1
0,1600000.0,55.0,2,0,144,89.0,1,0,787280,0.0,199379,615.0,25,701,1,80,0,0
1,2921000.0,46.0,2,1,41,103.0,1,3233611,1992898,0.0,1373613,13900.0,0,6182,1,37,0,0
0,465000.0,43.0,1,1,152,89.0,1,0,0,0.0,0,484.0,0,0,2,14,0,0
1,580000.0,57.0,4,0,27,226.0,0,0,0,0.0,1498432,0.0,0,4506,0,24,0,0
0,560000.0,27.0,4,0,32,117.0,1,0,252925,0.0,228483,93.0,0,512,1,20,0,0
1,530000.0,48.0,4,0,28,89.0,1,0,800000,0.0,0,64.0,0,310,1,14,0,1
1,1173000.0,53.0,2,0,76,80.0,1,0,256348,0.0,0,145.0,0,0,1,57,0,1
1,710000.0,38.0,4,1,124,253.0,17,0,371064,0.0,0,145.0,0,0,1,25,0,0
0,848000.0,32.0,2,1,75,79.0,50,0,250000,0.0,0,0.0,0,0,0,40,0,0
0,4500000.0,40.0,2,0,82,98.0,1,0,749700,0.0,0,8.0,10,0,1,13,1,0
0,1034000.0,50.0,4,0,138,1.0,2,0,451702,0.0,221447,525.0,0,0,1,47,0,1
1,2000000.0,34.0,2,1,77,227.0,39,0,1100137,0.0,3576394,0.0,0,906,0,80,0,0
0,450000.0,23.0,2,0,36,67.0,7,0,538085,0.0,250000,12.0,0,273,1,13,0,0
1,61400.0,40.0,4,1,55,90.0,1,0,1698845,4171316.0,0,1.0,0,4855,1,80,0,1
0,870000.0,23.0,2,0,47,72.0,51,0,725788,0.0,300000,278.0,0,301,1,37,0,1
0,1820000.0,52.0,2,0,43,67.0,7,0,1986729,0.0,811670,17.0,49,735,1,80,0,0
1,456000.0,30.0,1,0,56,131.0,5,0,243761,0.0,0,964.0,11,70,2,9,0,0
1,1015000.0,32.0,4,1,90,93.0,1,0,800000,0.0,351516,1202.0,0,510,3,39,0,1
1,5000000.0,41.0,4,1,55,90.0,1,0,875625,0.0,1000000,217.0,0,349,1,18,0,1
0,450000.0,50.0,1,1,12,13.0,33,750815,0,0.0,0,891.0,0,0,1,10,0,0
1,2594000.0,50.0,1,-1,19,88.0,1,879786,3500000,0.0,1527968,2211.0,22,55649,3,80,0,1
1,4920000.0,41.0,4,1,55,90.0,1,429737,212071,0.0,1016771,576.0,0,1751,1,20,0,1
0,2487000.0,52.0,4,1,29,89.0,1,0,99020,0.0,3610629,891.0,5,21559,3,80,1,1
1,1086000.0,35.0,2,1,118,83.0,1,0,500000,0.0,0,4986.0,0,2,2,5,0,0
1,1528000.0,39.0,4,0,82,92.0,1,2630553,619378,0.0,1458420,3040.0,0,0,1,60,0,0
1,1502000.0,45.0,1,1,138,1.0,2,2296794,425354,0.0,1649683,3005.0,37,3037,1,46,0,1
1,5000000.0,44.0,1,1,55,90.0,1,0,324542,0.0,0,33.0,0,0,1,48,0,1
1,700000.0,48.0,4,1,35,80.0,1,1900560,250000,0.0,0,2028.0,5,0,1,7,1,1
