ID;GENERO;RENTA;EDAD;NIV_EDUC;E_CIVIL;COD_OFI;COD_COM;CIUDAD;Crédito_1;Crédito_2;Crédito_3;Crédito_4;Monto solicitado;Días de Mora;Monto Deuda Promedio;Número de meses inactivo;numero de cuotas;Aval;PAGA
568;F       ;7,000,000;32;TEC     ;SOL     ;90;89;SANTIAGO        ;0;3,197,701;0;0;21;30;0;1;80;NO;NO PAGA
569;F       ;5,010,000;34;TEC     ;SOL     ;80;88;SANTIAGO        ;0;383,837;0;0;587;0;5;1;42;NO;NO PAGA
570;M       ;1,900,000;54;TEC     ;SOL     ;27;226;CONCEPCION      ;3,600,373;288,164;0;0;8,366;2;1,523;3;31;NO;PAGA
571;M       ;1,354,000;38;MED     ;CAS     ;12;13;CALAMA          ;0;1,026,302;0;0;142;23;0;1;58;NO;NO PAGA
572;F       ;9,000,000;36;TEC     ;SOL     ;71;326;PUNTA ARENAS    ;0;1,250,350;0;100,000;0;0;102;0;12;NO;NO PAGA
573;M       ;2,279,000;40;UNV     ;SEP     ;138;1;ARICA           ;4,373,067;1,000,000;0;966,131;6,833;0;987;2;69;NO;PAGA
574;F       ;5,110,000;38;TEC     ;SOL     ;42;31;COQUIMBO        ;0;800,000;0;56,914;1,435;0;0;1;31;NO;NO PAGA
575;M       ;500,000;51;UNV     ;SOL     ;138;1;ARICA           ;0;250,000;0;250,000;1,148;0;5,046;2;9;NO;PAGA
576;F       ;1,386,000;43;TEC     ;SOL     ;82;108;SANTIAGO        ;0;-7,112;0;1,000,000;5,845;23;2,041;3;11;SI;NO PAGA
577;M       ;75,000;54;MED     ;CAS     ;146;88;SANTIAGO        ;0;803,326;0;1,230,519;1,410;0;1,836;1;80;SI;PAGA
578;M       ;600,000;44;UNV     ;CAS     ;10;5;IQUIQUE         ;0;600,000;0;0;15;0;0;1;18;NO;NO PAGA
579;M       ;2,046,000;47;UNV     ;CAS     ;138;1;ARICA           ;0;2,000,000;0;742,961;0;33;0;1;80;NO;PAGA
580;M       ;1,380,000;53;UNV     ;CAS     ;90;93;SANTIAGO        ;0;500,000;0;500,000;186;17;447;2;64;NO;PAGA
581;M       ;7,080,000;41;UNV     ;CAS     ;138;86;SANTIAGO        ;0;1,516,027;0;337,944;155;0;47,598;1;30;NO;PAGA
582;F       ;44,800;50;TEC     ;SOL     ;12;13;CALAMA          ;0;272,414;0;700,000;26;0;714;1;22;SI;NO PAGA
583;M       ;883,000;45;MED     ;CAS     ;122;80;SANTIAGO        ;0;783,873;0;0;1,469;25;6;1;30;NO;PAGA
584;M       ;5,500,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;262,136;0;0;108;47;0;1;80;NO;PAGA
585;F       ;4,350,000;39;MED     ;VIU     ;73;86;SANTIAGO        ;0;238,051;0;0;6;0;0;1;16;NO;NO PAGA
586;M       ;1,400,000;37;TEC     ;SOL     ;124;253;TEMUCO          ;599,239;800,000;0;0;770;25;3,474;1;57;NO;NO PAGA
587;F       ;1,200,000;27;MED     ;CAS     ;116;131;RANCAGUA        ;2,208,462;0;0;0;2,312;0;0;1;37;NO;NO PAGA
588;F       ;80,000;42;TEC     ;SOL     ;90;93;SANTIAGO        ;0;1,250,000;0;0;12;6;0;1;15;SI;NO PAGA
589;M       ;600,000;30;TEC     ;CAS     ;100;70;QUILPUE         ;0;0;0;202,215;105;0;160;2;23;NO;NO PAGA
590;F       ;796,000;48;TEC     ;SOL     ;138;1;ARICA           ;0;507,866;0;0;678;0;0;1;34;NO;PAGA
591;F       ;65,000;41;TEC     ;SOL     ;88;67;VINA DEL MAR    ;0;2,238,000;0;0;74;0;0;1;80;NO;NO PAGA
592;M       ;6,500,000;43;UNV     ;CAS     ;107;82;SANTIAGO        ;2,006,872;820,302;0;0;1,030;0;0;1;13;SI;PAGA
593;F       ;784,000;33;TEC     ;CAS     ;90;23;CALDERA         ;0;300,000;0;0;14;0;13,612;1;37;NO;NO PAGA
594;F       ;450,000;54;TEC     ;SOL     ;138;1;ARICA           ;304,494;0;0;0;408;0;0;1;14;NO;PAGA
595;M       ;960,000;46;UNV     ;CAS     ;23;90;SANTIAGO        ;0;500,000;0;1,242,374;2,383;0;1,488;2;25;NO;PAGA
596;M       ;633,000;26;UNV     ;CAS     ;27;226;CONCEPCION      ;0;890,000;0;589,326;1,380;0;12;2;12;NO;PAGA
597;F       ;44,800;42;TEC     ;SOL     ;30;91;SANTIAGO        ;0;0;0;0;1,454;0;0;1;6;SI;NO PAGA
598;F       ;444,000;29;TEC     ;SOL     ;74;291;PUERTO MONTT    ;0;33,761;0;238,204;;0;153;1;16;NO;NO PAGA
599;M       ;740,000;28;UNV     ;SOL     ;13;80;SANTIAGO        ;0;519,870;0;250,000;404;0;857;1;25;NO;PAGA
600;M       ;2,013,000;33;TEC     ;SOL     ;27;226;CONCEPCION      ;0;256,013;0;631,637;11,622;78;1,758;3;5;NO;NO PAGA
601;F       ;455,000;29;MED     ;SOL     ;117;86;SANTIAGO        ;0;995,233;0;0;5;0;0;1;9;NO;NO PAGA
602;F       ;66,600;58;MED     ;SOL     ;120;89;SANTIAGO        ;0;689,202;0;0;10;0;0;1;80;SI;NO PAGA
603;M       ;6,500,000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;300,000;1,871,430;0;2,036;0;6,806;1;30;NO;PAGA
604;F       ;70,200;39;TEC     ;SOL     ;63;300;CASTRO          ;2,747,699;250,000;0;0;2,896;0;0;1;10;SI;NO PAGA
605;F       ;580,000;32;MED     ;CAS     ;37;80;SANTIAGO        ;0;247,766;0;0;242;12;0;1;21;NO;NO PAGA
606;M       ;878,000;28;UNV     ;CAS     ;41;80;SANTIAGO        ;1,823,150;324,472;0;800,000;2,326;0;1,171;1;21;NO;PAGA
607;M       ;7,000,000;43;UNV     ;VIU     ;90;80;SANTIAGO        ;0;0;4,965,038;0;2;14;5,382;1;26;NO;PAGA
608;M       ;1,400,000;37;TEC     ;CAS     ;79;131;RANCAGUA        ;987,010;2,000,000;0;164,296;1,110;51;1,693;1;41;NO;NO PAGA
609;F       ;1,020,000;39;UNV     ;CAS     ;32;116;SANTIAGO        ;1,130,505;347,209;0;150,000;1,415;0;1;1;37;NO;NO PAGA
610;M       ;730,000;45;UNV     ;CAS     ;31;119;SANTIAGO        ;0;300,000;0;300,000;0;0;1,539;1;27;NO;PAGA
611;F       ;6,590,000;44;UNV     ;CAS     ;102;88;SANTIAGO        ;0;12,788;0;300,000;331;0;12,843;1;25;SI;PAGA
612;M       ;5,000,000;44;UNV     ;CAS     ;31;80;SANTIAGO        ;1,237,218;0;0;0;1,293;0;2;1;8;NO;PAGA
613;F       ;75,900;50;TEC     ;SOL     ;98;122;MELIPILLA       ;0;0;0;0;0;0;0;0;20;SI;NO PAGA
614;M       ;4,900,000;41;UNV     ;CAS     ;120;85;SANTIAGO        ;731,822;122,743;0;1,015,834;1,258;21;1,327;1;80;NO;PAGA
615;F       ;77,800;34;TEC     ;SEP     ;72;504;EL SALVADOR     ;0;239,087;0;480,359;618;0;489;1;35;SI;NO PAGA
616;M       ;7,160,000;40;UNV     ;SEP     ;90;85;SANTIAGO        ;0;1,033,726;0;1,451,849;1,449;21;1,673;1;36;NO;PAGA
617;M       ;450,000;47;UNV     ;CAS     ;138;1;ARICA           ;0;28,427;3,746,797;247,672;32;0;4,160;1;18;NO;PAGA
618;M       ;;41;MED     ;CAS     ;31;119;SANTIAGO        ;0;647,378;11,006,786;1,458,733;2,416;33;9,430;2;80;NO;PAGA
619;F       ;1,620,000;50;MED     ;CAS     ;138;88;SANTIAGO        ;0;1,250,000;0;0;0;48;0;0;80;SI;NO PAGA
620;F       ;448,000;38;MED     ;SOL     ;66;253;TEMUCO          ;0;0;0;0;187;0;0;1;17;NO;NO PAGA
621;F       ;1,520,000;47;        ;SOL     ;138;1;ARICA           ;0;1,150,000;8,101,805;0;0;0;9,463;1;80;NO;PAGA
622;M       ;5,500,000;44;UNV     ;SEP     ;55;90;SANTIAGO        ;0;24,357;0;200,000;386;0;3,830;2;68;NO;PAGA
623;M       ;5,000,000;42;MED     ;CAS     ;24;86;SANTIAGO        ;0;573,604;0;21,901;0;0;57;1;63;NO;PAGA
624;F       ;600,000;29;TEC     ;SOL     ;27;226;CONCEPCION      ;0;250,000;0;0;0;5;0;1;22;NO;PAGA
625;M       ;2,000,000;40;UNV     ;CAS     ;10;5;IQUIQUE         ;0;0;0;1,000,000;0;24;1,021;0;80;SI;NO PAGA
626;M       ;68,500;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;650,000;0;180,596;28;0;3,840;1;42;NO;PAGA
627;F       ;463,000;49;MED     ;CAS     ;138;1;ARICA           ;0;-4,030;0;292,673;142;0;81;1;18;NO;PAGA
628;M       ;616,000;47;TEC     ;CAS     ;138;1;ARICA           ;0;300,000;0;0;0;0;16,043;1;22;SI;PAGA
629;M       ;8,000,000;43;UNV     ;CAS     ;80;89;SANTIAGO        ;0;900,000;11,789,569;0;3,955;0;14,439;2;21;NO;PAGA
630;F       ;78,400;58;TEC     ;SOL     ;24;86;SANTIAGO        ;583,010;500,000;0;0;13;0;12,215;1;37;SI;NO PAGA
631;M       ;869,000;49;MED     ;CAS     ;88;67;VINA DEL MAR    ;0;864,534;0;0;437;0;197;2;35;NO;NO PAGA
632;M       ;767,000;32;UNV     ;CAS     ;71;326;PUNTA ARENAS    ;1,062,721;224,689;0;103,119;1,448;15;6;1;24;NO;NO PAGA
633;M       ;700,000;32;MED     ;CAS     ;18;105;SANTIAGO        ;643,183;0;0;0;853;0;1,308;1;20;SI;NO PAGA
634;M       ;60,000;43;UNV     ;CAS     ;55;90;SANTIAGO        ;0;800,000;0;2,000,000;0;0;2,006;1;42;SI;PAGA
635;M       ;1,550,000;37;TEC     ;CAS     ;52;86;SANTIAGO        ;0;1,300,000;0;0;0;46;0;0;80;NO;NO PAGA
636;F       ;7,300,000;31;TEC     ;CAS     ;68;213;LOS ANGELES     ;0;500,000;0;0;0;0;8;0;15;NO;NO PAGA
637;M       ;89,300;43;UNV     ;CAS     ;16;89;SANTIAGO        ;0;26,708;0;370,406;826;0;722;1;15;SI;PAGA
638;F       ;73,000;45;TEC     ;SOL     ;27;228;PENCO           ;683,692;507,000;0;0;908;0;46;1;17;SI;NO PAGA
639;M       ;773,000;49;UNV     ;SOL     ;144;86;SANTIAGO        ;0;1,168,253;0;1,131,438;1,774;0;1,610;3;21;NO;PAGA
640;F       ;7,960,000;39;TEC     ;VIU     ;34;29;LA SERENA       ;0;926,196;0;181,587;143;24;0;1;31;NO;NO PAGA
641;M       ;681,000;48;UNV     ;CAS     ;52;93;SANTIAGO        ;384,966;-4,828;0;0;832;0;0;1;19;NO;PAGA
642;F       ;9,940,000;30;TEC     ;CAS     ;54;85;SANTIAGO        ;0;2,697;14,724,420;857,488;184;34;17,273;1;43;SI;NO PAGA
643;M       ;500,000;30;UNV     ;SOL     ;47;80;SANTIAGO        ;0;124,741;0;347,017;763;0;0;2;13;NO;PAGA
644;F       ;44,200;38;TEC     ;SEP     ;33;25;VALLENAR        ;560,519;1,040,000;0;250,000;606;14;387;1;12;SI;NO PAGA
645;M       ;6,000,000;42;UNV     ;CAS     ;55;90;SANTIAGO        ;0;13,582;0;1,148,381;2,157;0;2,041;2;80;NO;PAGA
646;M       ;450,000;62;TEC     ;SOL     ;34;29;LA SERENA       ;0;327,948;0;28,094;0;3;0;0;15;NO;NO PAGA
647;M       ;846,000;51;UNV     ;CAS     ;62;292;PUERTO VARAS    ;661,946;0;0;0;803;0;22,524;1;35;NO;NO PAGA
648;M       ;582,000;49;UNV     ;CAS     ;138;1;ARICA           ;1,415,178;300,000;0;0;1,692;20;4,217;1;7;NO;PAGA
649;M       ;1,566,000;35;TEC     ;CAS     ;66;253;TEMUCO          ;3,874,669;461,265;201,045;0;4,107;0;318;1;51;NO;NO PAGA
650;M       ;9,500,000;44;UNV     ;CAS     ;55;90;SANTIAGO        ;0;500,000;0;0;309;0;0;1;23;SI;PAGA
651;M       ;1,080,000;41;TEC     ;CAS     ;102;90;SANTIAGO        ;0;845,000;0;0;257;24;3,999;1;46;NO;NO PAGA
652;F       ;6,000,000;40;TEC     ;VIU     ;34;103;SANTIAGO        ;0;192,928;0;500,000;805;0;506;1;19;NO;NO PAGA
653;M       ;1,133,000;37;UNV     ;CAS     ;90;89;SANTIAGO        ;0;990,243;0;110,337;0;14;0;0;47;NO;NO PAGA
654;F       ;5,000,000;33;TEC     ;SOL     ;49;103;SANTIAGO        ;0;850,000;0;206,339;0;0;1,012;0;11;NO;NO PAGA
655;F       ;650,000;49;UNV     ;CAS     ;90;105;SANTIAGO        ;0;8,677;1,069,751;400,000;1,665;0;12,025;2;10;NO;PAGA
656;F       ;78,200;38;TEC     ;SOL     ;25;90;SANTIAGO        ;0;0;0;0;868;0;42,822;1;55;SI;NO PAGA
657;M       ;1,820,000;52;UNV     ;CAS     ;43;67;VINA DEL MAR    ;0;1,986,729;0;811,670;17;49;735;1;80;NO;NO PAGA
658;M       ;2,067,000;38;TEC     ;CAS     ;59;91;SANTIAGO        ;0;1,174,851;0;0;78;0;36;1;80;NO;NO PAGA
659;M       ;700,000;42;MED     ;CAS     ;138;1;ARICA           ;0;0;0;0;0;0;11,222;1;28;NO;PAGA
660;M       ;800,000;40;UNV     ;SOL     ;18;115;SANTIAGO        ;0;1,000,000;0;0;1,744;0;0;2;23;NO;PAGA
661;F       ;5,580,000;40;MED     ;SOL     ;65;516;LLO-LLEO        ;0;336,706;0;0;0;5;0;0;43;NO;NO PAGA
662;M       ;80,000;54;MED     ;CAS     ;55;90;SANTIAGO        ;0;1,000,000;0;0;564;0;10,530;1;40;NO;PAGA
663;F       ;491,000;51;MED     ;SEP     ;20;49;LOS ANDES       ;0;0;0;0;0;2;0;0;20;NO;NO PAGA
664;F       ;1,900,000;48;MED     ;CAS     ;56;135;MACHALI         ;1,555,879;450,062;0;719,865;5,286;0;5,054;3;62;SI;NO PAGA
665;F       ;6,500,000;39;TEC     ;SOL     ;22;1;ARICA           ;1,162,311;300,000;0;148,460;1,317;0;0;1;6;NO;NO PAGA
666;M       ;600,000;48;UNV     ;CAS     ;138;1;ARICA           ;1,297,251;374,722;0;0;1,974;9;0;1;5;NO;PAGA
667;F       ;3,300,000;56;UNV     ;CAS     ;13;16;ANTOFAGASTA     ;4,543,958;1,126,051;0;2,999,998;9,319;91;42,455;1;80;NO;NO PAGA
668;F       ;6,000,000;34;TEC     ;VIU     ;90;90;SANTIAGO        ;0;18,283;0;800,000;1,541;19;954;3;25;SI;NO PAGA
669;F       ;511,000;29;UNV     ;CAS     ;13;16;ANTOFAGASTA     ;536,709;550,000;0;0;653;0;0;1;10;NO;NO PAGA
670;F       ;800,000;44;MED     ;CAS     ;103;93;SANTIAGO        ;0;1,058,145;0;0;2;0;14,481;1;30;NO;NO PAGA
671;M       ;78,300;41;UNV     ;CAS     ;55;90;SANTIAGO        ;878,509;524,802;0;500,000;1,441;0;509;1;61;NO;PAGA
672;M       ;69,400;41;UNV     ;CAS     ;55;90;SANTIAGO        ;270,649;600,000;0;197,220;935;0;195;1;20;NO;PAGA
673;F       ;1,176,000;47;MED     ;CAS     ;90;80;SANTIAGO        ;0;1,300,000;0;2,133,472;1,306;0;2,280;1;46;NO;PAGA
674;M       ;623,000;26;TEC     ;SOL     ;42;31;COQUIMBO        ;0;600,000;0;0;752;0;0;1;18;NO;PAGA
675;F       ;900,000;21;UNV     ;SOL     ;38;85;SANTIAGO        ;1,808,407;0;0;0;1,899;0;0;1;27;NO;NO PAGA
676;M       ;650,000;47;UNV     ;SOL     ;138;1;ARICA           ;673,415;309,777;0;0;940;42;0;1;17;NO;PAGA
677;M       ;50,000;40;MED     ;CAS     ;55;90;SANTIAGO        ;0;398,106;0;0;508;0;16;2;51;NO;PAGA
678;M       ;45,200;40;MED     ;CAS     ;55;90;SANTIAGO        ;0;752,420;0;0;1,554;61;0;3;80;NO;PAGA
679;M       ;1,024,000;52;TEC     ;CAS     ;27;226;CONCEPCION      ;0;6,311;0;1,102,797;1,465;20;472;2;37;NO;PAGA
680;F       ;435,000;47;TEC     ;SOL     ;131;94;SANTIAGO        ;0;543,111;0;0;0;0;0;1;12;SI;PAGA
681;F       ;80,000;50;MED     ;SOL     ;66;253;TEMUCO          ;0;1,258,100;0;0;2,265;40;23;3;80;SI;NO PAGA
682;F       ;70,700;43;        ;SOL     ;61;284;OSORNO          ;0;800,000;0;2,000,000;4,481;0;72,434;1;80;SI;NO PAGA
683;M       ;1,370,000;49;MED     ;CAS     ;31;119;SANTIAGO        ;0;230,259;0;0;684;0;436;3;62;NO;PAGA
684;F       ;4,850,000;33;TEC     ;SEP     ;108;326;PUNTA ARENAS    ;1,454,987;387,142;0;454,705;1,593;0;108;1;28;SI;NO PAGA
685;M       ;1,380,000;45;TEC     ;VIU     ;138;1;ARICA           ;0;29,024;0;1,000,000;1,259;47;2,913;2;57;NO;PAGA
686;M       ;70,000;48;MED     ;CAS     ;55;90;SANTIAGO        ;0;4,994;0;400,000;503;3;414;1;13;NO;PAGA
687;M       ;466,000;36;UNV     ;CAS     ;66;253;TEMUCO          ;549,646;250,000;0;0;754;0;0;2;11;NO;NO PAGA
688;M       ;500,000;37;TEC     ;CAS     ;90;89;SANTIAGO        ;458,297;24,325;0;486,999;916;0;510;1;11;NO;NO PAGA
689;F       ;53,000;47;TEC     ;SEP     ;33;25;VALLENAR        ;0;1,369,068;0;56,358;0;40;0;0;80;SI;NO PAGA
690;M       ;2,098,000;49;TEC     ;CAS     ;52;104;SANTIAGO        ;0;1,613,688;0;2,982,747;6,242;18;8,031;2;64;NO;PAGA
691;F       ;6,300,000;38;TEC     ;VIU     ;96;117;SANTIAGO        ;0;1,650,000;0;2,482,192;4,079;0;13,787;1;56;SI;NO PAGA
692;F       ;600,000;46;MED     ;CAS     ;92;92;SANTIAGO        ;0;16,333;0;379,861;462;0;387;1;20;NO;PAGA
693;F       ;490,000;37;UNV     ;CAS     ;90;105;SANTIAGO        ;0;350,000;0;95,140;0;0;61;0;17;NO;NO PAGA
694;M       ;54,800;40;MED     ;CAS     ;128;88;SANTIAGO        ;0;0;0;0;184;0;0;1;19;NO;PAGA
695;M       ;2,854,000;47;UNV     ;SOL     ;138;1;ARICA           ;10,224,716;153,716;0;3,000,000;14,176;0;52,949;3;30;SI;PAGA
696;M       ;460,000;49;UNV     ;SOL     ;138;1;ARICA           ;0;699,461;0;0;2;2;0;1;12;NO;PAGA
697;F       ;600,000;52;MED     ;CAS     ;31;119;SANTIAGO        ;0;300,000;0;0;0;0;124;1;21;NO;PAGA
698;F       ;45,000;53;TEC     ;SOL     ;105;42;LOS VILOS       ;0;1,250,000;0;1,028,957;737;0;8,393;1;80;SI;NO PAGA
699;F       ;1,200,000;46;UNV     ;SEP     ;138;1;ARICA           ;2,715,249;500,000;0;1,000,000;3,857;0;14,062;3;22;SI;PAGA
700;M       ;1,500,000;33;TEC     ;SOL     ;83;105;SANTIAGO        ;0;800,000;0;421,656;2,593;24;3,464;2;50;NO;NO PAGA
701;M       ;2,400,000;40;MED     ;CAS     ;79;148;SAN FERNANDO    ;3,150,323;1,851,524;0;3,051,196;3,363;50;3,285;1;80;NO;NO PAGA
702;F       ;5,000,000;40;TEC     ;VIU     ;78;182;LINARES         ;0;600,000;0;0;1,707;0;0;1;6;NO;NO PAGA
703;F       ;511,000;29;MED     ;CAS     ;13;16;ANTOFAGASTA     ;536,709;550,000;0;0;653;0;0;1;10;NO;NO PAGA
704;F       ;6,000,000;28;TEC     ;SOL     ;13;16;ANTOFAGASTA     ;0;1,289,283;0;0;15;0;0;1;14;NO;NO PAGA
705;F       ;7,400,000;40;TEC     ;VIU     ;13;16;ANTOFAGASTA     ;0;1,990,292;0;0;126;5;0;1;41;NO;NO PAGA
706;M       ;1,115,000;51;UNV     ;CAS     ;40;86;SANTIAGO        ;2,534,290;65,085;0;2,803,869;4,001;49;3,826;2;16;NO;PAGA
707;M       ;850,000;41;MED     ;CAS     ;142;93;SANTIAGO        ;0;294,437;0;438,957;1,450;0;0;1;28;SI;PAGA
708;M       ;50,000;45;UNV     ;CAS     ;55;90;SANTIAGO        ;0;415,976;0;1,000,000;2,846;0;6,024;3;40;SI;PAGA
709;F       ;450,000;50;UNV     ;CAS     ;138;1;ARICA           ;0;23,957;0;323,840;910;0;348;2;9;;PAGA
710;F       ;5,000,000;35;TEC     ;VIU     ;90;99;SANTIAGO        ;0;346,438;0;0;266;0;0;1;80;NO;NO PAGA
711;F       ;460,000;36;TEC     ;CAS     ;37;99;SANTIAGO        ;0;500,000;0;0;67;0;0;1;14;NO;NO PAGA
712;M       ;3,000,000;42;MED     ;SOL     ;83;92;SANTIAGO        ;1,276,519;599,192;0;1,733,953;1,989;25;45,307;1;80;NO;NO PAGA
713;F       ;445,000;33;UNV     ;CAS     ;34;31;COQUIMBO        ;0;500,000;0;33,715;8;10;0;1;13;NO;NO PAGA
714;M       ;798,000;42;UNV     ;SEP     ;31;119;SANTIAGO        ;0;290,399;0;0;365;0;2,557;2;37;NO;PAGA
715;F       ;790,000;38;TEC     ;CAS     ;103;89;SANTIAGO        ;0;75,510;0;437,500;2,614;0;756;3;14;NO;NO PAGA
716;F       ;63,000;42;TEC     ;SOL     ;60;291;PUERTO MONTT    ;1,284,864;1,050,000;0;0;2,131;0;50,289;1;42;SI;NO PAGA
717;F       ;800,000;53;MED     ;CAS     ;55;93;SANTIAGO        ;0;300,000;0;0;0;0;0;0;37;NO;NO PAGA
718;M       ;700,000;47;UNV     ;SOL     ;138;1;ARICA           ;0;0;0;0;1,241;3;0;3;16;SI;PAGA
719;M       ;;30;UNV     ;CAS     ;103;115;SANTIAGO        ;0;78,176;0;221,510;1,273;2;44;3;12;NO;NO PAGA
720;M       ;78,000;45;MED     ;CAS     ;55;90;SANTIAGO        ;0;553,220;0;553,332;521;0;1,325;2;80;NO;PAGA
721;M       ;61,600;40;MED     ;CAS     ;90;92;SANTIAGO        ;0;767,329;0;33,803;1,547;0;940;2;12;NO;PAGA
722;F       ;660,000;48;MED     ;CAS     ;24;87;SANTIAGO        ;0;0;0;500,000;0;0;510;0;27;NO;NO PAGA
723;M       ;930,000;40;MED     ;SOL     ;34;29;LA SERENA       ;3,190,810;800,000;0;439,853;3,845;29;0;2;7;NO;NO PAGA
724;F       ;7,820,000;32;TEC     ;VIU     ;35;105;SANTIAGO        ;0;30,429;0;300,000;484;4;383;3;14;NO;NO PAGA
725;F       ;6,020,000;31;TEC     ;SOL     ;98;122;MELIPILLA       ;0;1,048,458;0;0;117;0;44;1;14;NO;NO PAGA
726;F       ;7,200,000;33;TEC     ;CAS     ;74;275;LOS LAGOS       ;0;750,000;0;494,822;0;0;503;0;52;NO;NO PAGA
727;M       ;700,000;47;UNV     ;CAS     ;146;88;SANTIAGO        ;0;1,175,974;0;794,133;68;0;2;1;17;NO;PAGA
728;M       ;5,000,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;0;600,000;0;35,199;133;0;36;1;16;SI;PAGA
729;M       ;838,000;41;UNV     ;VIU     ;138;1;ARICA           ;0;394,637;0;1,463,336;491;0;774;1;37;NO;PAGA
730;F       ;695,000;36;UNV     ;CAS     ;85;115;SANTIAGO        ;0;14,882;0;243,646;276;0;200;1;26;NO;NO PAGA
731;F       ;448,000;49;UNV     ;CAS     ;138;1;ARICA           ;0;30,399;0;300,000;225;0;614;1;16;NO;PAGA
732;M       ;1,000,000;46;UNV     ;SOL     ;90;80;SANTIAGO        ;0;2,973,477;0;0;3,071;22;3,170;2;20;NO;PAGA
733;F       ;702,000;33;UNV     ;CAS     ;90;80;SANTIAGO        ;989,156;500,000;0;0;1,131;0;848;1;14;NO;NO PAGA
734;M       ;55,000;52;UNV     ;CAS     ;55;90;SANTIAGO        ;0;168,229;0;0;1,317;3;0;2;26;NO;PAGA
735;M       ;1,104,000;50;MED     ;CAS     ;31;119;SANTIAGO        ;0;400,000;3,503,156;0;0;0;0;1;52;NO;PAGA
736;F       ;1,486,000;48;MED     ;CAS     ;65;77;EL QUISCO       ;0;485,922;0;0;11;0;28,291;1;70;SI;NO PAGA
737;M       ;1,100,000;55;TEC     ;CAS     ;27;226;CONCEPCION      ;0;970,100;0;0;5;0;0;1;46;NO;PAGA
738;F       ;4,870,000;32;TEC     ;SOL     ;81;59;QUILLOTA        ;0;500,000;0;0;0;0;1;0;23;NO;NO PAGA
739;F       ;700,000;47;TEC     ;CAS     ;79;148;SAN FERNANDO    ;1,112,326;104,780;0;1,167,713;1,496;0;2,356;2;14;NO;NO PAGA
740;F       ;500,000;43;MED     ;CAS     ;48;88;SANTIAGO        ;0;0;0;2;197;0;101;1;19;NO;NO PAGA
741;M       ;745,000;38;MED     ;CAS     ;67;193;CHILLAN         ;0;288,192;0;2,711;5;3;408;1;35;NO;NO PAGA
742;F       ;450,000;49;TEC     ;CAS     ;12;13;CALAMA          ;0;4,336;0;0;581;0;0;1;13;NO;NO PAGA
743;M       ;1,000,000;37;MED     ;CAS     ;84;90;SANTIAGO        ;0;582,600;0;0;155;0;0;1;45;NO;NO PAGA
744;F       ;600,000;43;TEC     ;CAS     ;63;300;CASTRO          ;0;0;0;0;0;0;410;0;24;NO;NO PAGA
745;M       ;1,743,000;54;UNV     ;SOL     ;90;80;SANTIAGO        ;0;1,657,230;0;0;6,766;37;2,155;2;37;SI;PAGA
746;F       ;48,000;56;MED     ;SOL     ;23;164;CURICO          ;0;0;0;0;0;0;0;0;24;SI;NO PAGA
747;M       ;840,000;48;UNV     ;CAS     ;152;84;SANTIAGO        ;0;0;0;1,743,230;35;32;1,486;1;42;NO;PAGA
748;M       ;730,000;55;UNV     ;CAS     ;27;226;CONCEPCION      ;715,421;-349;0;593,340;1,908;0;592;2;11;SI;PAGA
749;F       ;440,000;32;UNV     ;CAS     ;37;105;SANTIAGO        ;0;100,000;0;85,000;213;0;372;1;16;NO;NO PAGA
750;M       ;742,000;44;MED     ;CAS     ;84;105;SANTIAGO        ;0;11,701;0;251,861;589;3;394;2;32;NO;PAGA
751;M       ;5,000,000;41;UNV     ;SEP     ;55;90;SANTIAGO        ;0;489,829;0;113,865;10;0;946;1;61;NO;PAGA
752;M       ;74,000;40;UNV     ;CAS     ;55;90;SANTIAGO        ;4,575,684;1,317,242;0;3,753,153;7,952;0;24,282;2;65;NO;PAGA
753;M       ;492,000;27;        ;CAS     ;126;80;SANTIAGO        ;0;250,000;0;28,445;134;0;0;1;18;SI;PAGA
754;F       ;7,700,000;38;TEC     ;SOL     ;74;272;VALDIVIA        ;1,968,253;300,000;0;0;2,286;15;0;1;80;NO;NO PAGA
755;F       ;90,400;56;MED     ;SOL     ;139;88;SANTIAGO        ;0;2,040,762;2,978,125;0;0;0;3,628;0;80;SI;NO PAGA
756;F       ;2,100,000;52;MED     ;CAS     ;102;90;SANTIAGO        ;0;2,720,553;0;0;0;0;31;0;80;NO;NO PAGA
757;M       ;45,500;40;UNV     ;CAS     ;55;90;SANTIAGO        ;0;-1,589;0;400,000;3,076;30;954;2;30;NO;PAGA
758;M       ;8,030,000;41;UNV     ;CAS     ;55;90;SANTIAGO        ;1,254,679;16,491;0;292,199;2,178;0;400;2;34;NO;PAGA
759;F       ;1,500,000;53;MED     ;CAS     ;27;226;CONCEPCION      ;0;59,634;0;1,500,000;229;0;2,230;1;73;NO;NO PAGA
760;M       ;599,000;43;MED     ;CAS     ;31;119;SANTIAGO        ;0;244,595;0;250,000;313;0;1,125;1;21;SI;PAGA
761;M       ;800,000;48;MED     ;CAS     ;138;1;ARICA           ;0;437,302;0;0;1,048;0;0;2;30;SI;PAGA
